model_name,seed,training_status,quantisation_status,training dataset,num_training_samples,num_training_domains,randomised_training_samples,generation_strategy,prompt_type,explanation_type,response_type,response_format,evaluation_dataset,label_accuracy,misclassification_rate,combined_accuracy,malformed_label,malformed_domain,total_predictions,correct_predictions,correct_label_and_domain,Constitutional_Law_accuracy,Contracts_accuracy,Criminal_Law_accuracy,Evidence_accuracy,Real_Property_accuracy,Torts_accuracy,Civil_Procedure_accuracy,Constitutional_Law_confidence,Contracts_confidence,Criminal_Law_confidence,Evidence_confidence,Real_Property_confidence,Torts_confidence,Civil_Procedure_confidence,correct_domain_wrong_label,correct_label_wrong_domain,both_wrong
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,json,test_set_2,0.28,0.72,0.26,19,7,100,28,26,0.14285714285714285,0.3333333333333333,0.42857142857142855,0.13333333333333333,0.06666666666666667,0.42857142857142855,0,0.12,0.15,0.14,0.14,0.18,0.15,0.0,67,2,5
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,json,test_set_2,0.31,0.69,0.27,10,11,100,31,27,0.35714285714285715,0.3333333333333333,0.2857142857142857,0.26666666666666666,0.2,0.21428571428571427,0,0.16,0.17,0.09,0.18,0.13,0.12,0.0,62,4,7
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,structured,answer_first,json,test_set_2,0.34,0.6599999999999999,0.33,2,6,100,34,33,0.35714285714285715,0.5333333333333333,0.5,0.2,0.26666666666666666,0.14285714285714285,0,0.15,0.15,0.14,0.13,0.15,0.13,0.0,61,1,5
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,json,test_set_2,0.27,0.73,0.25,21,4,100,27,25,0.35714285714285715,0.26666666666666666,0.42857142857142855,0.26666666666666666,0.0,0.35714285714285715,0,0.14,0.16,0.14,0.15,0.14,0.13,0.0,71,2,2
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,json,test_set_2,0.32,0.6799999999999999,0.3,9,5,100,32,30,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.2,0.26666666666666666,0.21428571428571427,0,0.14,0.16,0.13,0.16,0.14,0.13,0.0,65,2,3
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,structured,fact_first,json,test_set_2,0.32,0.6799999999999999,0.31,0,5,100,32,31,0.2857142857142857,0.4666666666666667,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.0,0,0.14,0.16,0.14,0.13,0.14,0.13,0.0,64,1,4
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,number_list,test_set_2,0.0,1.0,0.0,100,100,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,number_list,test_set_2,0.0,1.0,0.0,100,100,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,structured,answer_first,number_list,test_set_2,0.0,1.0,0.0,100,100,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,number_list,test_set_2,0.0,1.0,0.0,100,100,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,structured,fact_first,number_list,test_set_2,0.0,1.0,0.0,100,100,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,structured,fact_first,json,test_set_2,0.0,1.0,0.0,100,9,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.13,0.16,0.14,0.13,0.16,0.14,0.0,91,0,9
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,structured,answer_first,number_list,test_set_2,0.0,1.0,0.0,100,100,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,number_list,test_set_2,0.0,1.0,0.0,100,100,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,markdown,test_set_2,0.4,0.6,0.36,0,11,100,40,36,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.4666666666666667,0.3333333333333333,0.2857142857142857,0,0.13,0.14,0.12,0.16,0.15,0.13,0.0,53,4,7
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,markdown,test_set_2,0.35,0.65,0.31,0,6,100,35,31,0.42857142857142855,0.3333333333333333,0.5,0.26666666666666666,0.13333333333333333,0.35714285714285715,0,0.15,0.16,0.14,0.14,0.14,0.13,0.0,63,4,2
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,markdown,test_set_2,0.31,0.69,0.26,0,9,100,31,26,0.21428571428571427,0.26666666666666666,0.2857142857142857,0.06666666666666667,0.4666666666666667,0.35714285714285715,0,0.15,0.18,0.13,0.13,0.13,0.13,0.0,65,5,4
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,structured,answer_first,markdown,test_set_2,0.3,0.7,0.28,1,8,100,30,28,0.42857142857142855,0.4,0.5,0.06666666666666667,0.26666666666666666,0.07142857142857142,0,0.14,0.15,0.14,0.13,0.15,0.13,0.0,64,2,6
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,markdown,test_set_2,0.32,0.6799999999999999,0.29,2,8,100,32,29,0.35714285714285715,0.2,0.42857142857142855,0.4,0.06666666666666667,0.2857142857142857,0,0.14,0.2,0.15,0.14,0.1,0.12,0.0,63,3,5
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,structured,fact_first,markdown,test_set_2,0.25,0.75,0.23,0,9,100,25,23,0.21428571428571427,0.13333333333333333,0.14285714285714285,0.26666666666666666,0.4,0.21428571428571427,0,0.14,0.16,0.12,0.17,0.14,0.12,0.0,68,2,7
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,structured,fact_first,number_list,test_set_2,0.0,1.0,0.0,100,100,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,structured,answer_first,markdown,test_set_2,0.32,0.6799999999999999,0.29,0,8,100,32,29,0.21428571428571427,0.5333333333333333,0.2857142857142857,0.3333333333333333,0.26666666666666666,0.07142857142857142,0,0.13,0.17,0.13,0.17,0.12,0.14,0.0,63,3,5
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,structured,fact_first,markdown,test_set_2,0.33,0.6699999999999999,0.3,2,10,100,33,30,0.2857142857142857,0.4,0.5,0.4,0.3333333333333333,0.14285714285714285,0,0.13,0.18,0.15,0.16,0.11,0.14,0.0,60,3,7
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,structured,answer_first,json,test_set_1,0.41414141414141414,0.5858585858585859,0.37373737373737376,0,7,99,41,37,0.42857142857142855,0.2857142857142857,0.3076923076923077,0.4,0.42857142857142855,0.3076923076923077,0,0.12121212121212122,0.18181818181818182,0.13131313131313133,0.1414141414141414,0.1414141414141414,0.13131313131313133,0.0,55,4,3
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,json,test_set_1,0.31313131313131315,0.6868686868686869,0.2727272727272727,23,7,99,31,27,0.35714285714285715,0.21428571428571427,0.3076923076923077,0.26666666666666666,0.2857142857142857,0.3076923076923077,0,0.13131313131313133,0.16161616161616163,0.1414141414141414,0.12121212121212122,0.13131313131313133,0.16161616161616163,0.0,65,4,3
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,json,test_set_1,0.26262626262626265,0.7373737373737373,0.25252525252525254,15,3,99,26,25,0.2857142857142857,0.42857142857142855,0.38461538461538464,0.26666666666666666,0.07142857142857142,0.23076923076923078,0,0.1414141414141414,0.1414141414141414,0.13131313131313133,0.13131313131313133,0.1414141414141414,0.15151515151515152,0.0,71,1,2
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,json,test_set_1,0.36363636363636365,0.6363636363636364,0.3333333333333333,6,4,99,36,33,0.5,0.2857142857142857,0.3076923076923077,0.3333333333333333,0.35714285714285715,0.3076923076923077,0,0.1414141414141414,0.15151515151515152,0.1414141414141414,0.13131313131313133,0.13131313131313133,0.1414141414141414,0.0,62,3,1
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,json,test_set_1,0.37373737373737376,0.6262626262626263,0.3434343434343434,3,8,99,37,34,0.2857142857142857,0.42857142857142855,0.38461538461538464,0.3333333333333333,0.42857142857142855,0.3076923076923077,0,0.13131313131313133,0.15151515151515152,0.13131313131313133,0.13131313131313133,0.15151515151515152,0.13131313131313133,0.0,57,3,5
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,few_shot,structured,fact_first,json,test_set_1,0.0,1.0,0.0,99,5,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.13131313131313133,0.15151515151515152,0.13131313131313133,0.1414141414141414,0.12121212121212122,0.15151515151515152,0.0,94,0,5
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,few_shot,structured,answer_first,json,test_set_1,0.0,1.0,0.0,99,4,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1414141414141414,0.12121212121212122,0.13131313131313133,0.1414141414141414,0.16161616161616163,0.15151515151515152,0.0,95,0,4
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,few_shot,structured,answer_first,json,test_set_1,0.0,1.0,0.0,99,8,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.12121212121212122,0.1717171717171717,0.13131313131313133,0.1414141414141414,0.1111111111111111,0.15151515151515152,0.0,91,0,8
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,json,test_set_1,0.23232323232323232,0.7676767676767677,0.23232323232323232,18,5,99,23,23,0.21428571428571427,0.35714285714285715,0.3076923076923077,0.13333333333333333,0.21428571428571427,0.23076923076923078,0,0.1414141414141414,0.1414141414141414,0.13131313131313133,0.13131313131313133,0.1414141414141414,0.15151515151515152,0.0,71,0,5
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,structured,fact_first,json,test_set_1,0.42424242424242425,0.5757575757575757,0.40404040404040403,0,5,99,42,40,0.2857142857142857,0.5,0.5384615384615384,0.3333333333333333,0.42857142857142855,0.46153846153846156,0,0.12121212121212122,0.1717171717171717,0.13131313131313133,0.1414141414141414,0.13131313131313133,0.15151515151515152,0.0,54,2,3
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,zero_shot,structured,answer_first,json,test_set_1,0.32323232323232326,0.6767676767676767,0.30303030303030304,1,4,99,32,30,0.14285714285714285,0.5,0.3076923076923077,0.06666666666666667,0.42857142857142855,0.3076923076923077,0,0.13131313131313133,0.16161616161616163,0.13131313131313133,0.1414141414141414,0.13131313131313133,0.15151515151515152,0.0,65,2,2
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,number_list,test_set_1,0.0,1.0,0.0,99,99,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,few_shot,structured,answer_first,number_list,test_set_1,0.0,1.0,0.0,99,99,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,json,test_set_1,0.24242424242424243,0.7575757575757576,0.24242424242424243,14,9,99,24,24,0.21428571428571427,0.35714285714285715,0.23076923076923078,0.2,0.35714285714285715,0.23076923076923078,0,0.13131313131313133,0.15151515151515152,0.13131313131313133,0.13131313131313133,0.16161616161616163,0.12121212121212122,0.0,66,0,9
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,structured,answer_first,number_list,test_set_1,0.0,1.0,0.0,99,99,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,number_list,test_set_1,0.0,1.0,0.0,99,99,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,structured,fact_first,number_list,test_set_1,0.0,1.0,0.0,99,99,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,number_list,test_set_1,0.0,1.0,0.0,99,99,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,few_shot,structured,fact_first,number_list,test_set_1,0.0,1.0,0.0,99,99,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,json,test_set_1,0.30303030303030304,0.696969696969697,0.29292929292929293,16,8,99,30,29,0.14285714285714285,0.42857142857142855,0.6153846153846154,0.26666666666666666,0.14285714285714285,0.15384615384615385,0,0.13131313131313133,0.1414141414141414,0.13131313131313133,0.13131313131313133,0.15151515151515152,0.13131313131313133,0.0,62,1,7
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,json,test_set_1,0.3333333333333333,0.6666666666666667,0.31313131313131315,10,5,99,33,31,0.2857142857142857,0.5714285714285714,0.3076923076923077,0.06666666666666667,0.14285714285714285,0.38461538461538464,0,0.13131313131313133,0.1414141414141414,0.13131313131313133,0.1414141414141414,0.1414141414141414,0.15151515151515152,0.0,63,2,3
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,zero_shot,structured,fact_first,json,test_set_1,0.40404040404040403,0.595959595959596,0.37373737373737376,1,6,99,40,37,0.2857142857142857,0.42857142857142855,0.5384615384615384,0.26666666666666666,0.2857142857142857,0.5384615384615384,0,0.12121212121212122,0.16161616161616163,0.1414141414141414,0.13131313131313133,0.13131313131313133,0.15151515151515152,0.0,56,3,3
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,number_list,test_set_1,0.0,1.0,0.0,99,99,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,few_shot,structured,fact_first,json,test_set_1,0.0,1.0,0.0,99,7,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.13131313131313133,0.1717171717171717,0.13131313131313133,0.1414141414141414,0.10101010101010101,0.15151515151515152,0.0,92,0,7
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,markdown,test_set_1,0.3838383838383838,0.6161616161616161,0.36363636363636365,0,5,99,38,36,0.2857142857142857,0.5714285714285714,0.3076923076923077,0.3333333333333333,0.35714285714285715,0.46153846153846156,0,0.13131313131313133,0.15151515151515152,0.13131313131313133,0.13131313131313133,0.13131313131313133,0.15151515151515152,0.0,58,2,3
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,few_shot,structured,answer_first,number_list,test_set_1,0.0,1.0,0.0,99,99,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,zero_shot,structured,answer_first,number_list,test_set_1,0.0,1.0,0.0,99,99,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,few_shot,structured,answer_first,markdown,test_set_1,0.30303030303030304,0.696969696969697,0.2828282828282828,0,7,99,30,28,0.14285714285714285,0.35714285714285715,0.38461538461538464,0.2,0.35714285714285715,0.38461538461538464,0,0.13131313131313133,0.12121212121212122,0.1414141414141414,0.1414141414141414,0.15151515151515152,0.15151515151515152,0.0,64,2,5
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,number_list,test_set_1,0.0,1.0,0.0,99,99,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,structured,answer_first,markdown,test_set_1,0.35353535353535354,0.6464646464646464,0.3434343434343434,0,4,99,35,34,0.2857142857142857,0.2857142857142857,0.38461538461538464,0.4666666666666667,0.42857142857142855,0.38461538461538464,0,0.13131313131313133,0.16161616161616163,0.13131313131313133,0.1414141414141414,0.13131313131313133,0.15151515151515152,0.0,61,1,3
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,markdown,test_set_1,0.3838383838383838,0.6161616161616161,0.35353535353535354,0,6,99,38,35,0.21428571428571427,0.5,0.46153846153846156,0.4,0.42857142857142855,0.07692307692307693,0,0.1414141414141414,0.15151515151515152,0.13131313131313133,0.13131313131313133,0.1414141414141414,0.1414141414141414,0.0,58,3,3
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,markdown,test_set_1,0.36363636363636365,0.6363636363636364,0.3434343434343434,2,9,99,36,34,0.21428571428571427,0.5714285714285714,0.46153846153846156,0.06666666666666667,0.2857142857142857,0.5384615384615384,0,0.1414141414141414,0.15151515151515152,0.1717171717171717,0.09090909090909091,0.1414141414141414,0.1414141414141414,0.0,56,2,7
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,structured,fact_first,markdown,test_set_1,0.37373737373737376,0.6262626262626263,0.3434343434343434,0,7,99,37,34,0.14285714285714285,0.5714285714285714,0.5384615384615384,0.2,0.42857142857142855,0.38461538461538464,0,0.13131313131313133,0.1717171717171717,0.13131313131313133,0.13131313131313133,0.13131313131313133,0.1414141414141414,0.0,58,3,4
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,few_shot,structured,fact_first,markdown,test_set_1,0.37373737373737376,0.6262626262626263,0.36363636363636365,0,7,99,37,36,0.21428571428571427,0.7142857142857143,0.38461538461538464,0.26666666666666666,0.35714285714285715,0.3076923076923077,0,0.13131313131313133,0.1717171717171717,0.13131313131313133,0.1414141414141414,0.13131313131313133,0.1414141414141414,0.0,56,1,6
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,markdown,test_set_1,0.3333333333333333,0.6666666666666667,0.30303030303030304,5,7,99,33,30,0.07142857142857142,0.5,0.23076923076923078,0.2,0.35714285714285715,0.3076923076923077,0,0.13131313131313133,0.16161616161616163,0.1414141414141414,0.12121212121212122,0.1414141414141414,0.1414141414141414,0.0,62,3,4
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,few_shot,unstructured,answer_first,json,test_set_2,0.46,0.54,0.42,4,7,100,46,42,0.7142857142857143,0.5333333333333333,0.5714285714285714,0.3333333333333333,0.26666666666666666,0.14285714285714285,0,0.15,0.16,0.16,0.13,0.14,0.12,0.0,51,4,3
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,structured,answer_first,json,test_set_2,0.42,0.5800000000000001,0.39,1,6,100,42,39,0.2857142857142857,0.4,0.5,0.3333333333333333,0.4,0.5714285714285714,0,0.12,0.16,0.16,0.14,0.15,0.14,0.0,55,3,3
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,few_shot,structured,answer_first,json,test_set_2,0.0,1.0,0.0,100,4,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.13,0.15,0.15,0.15,0.15,0.13,0.0,96,0,4
